Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1981,YR1981,..,..,393545000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1982,YR1982,..,..,568520000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1983,YR1983,..,..,482826000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1984,YR1984,..,..,934437000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1985,YR1985,..,..,887173000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1986,YR1986,..,..,1296556000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1987,YR1987,..,..,779401000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1988,YR1988,..,..,441565000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1989,YR1989,..,..,567860000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1990,YR1990,..,..,-110879000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1991,YR1991,..,..,30107000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1992,YR1992,..,..,79269000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1993,YR1993,..,..,-33895000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1994,YR1994,..,..,-193631000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1995,YR1995,..,..,-92599000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1996,YR1996,..,..,-95477000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1997,YR1997,..,..,-23030000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1998,YR1998,..,..,86928000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1999,YR1999,..,..,235131000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2000,YR2000,..,..,107207000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2001,YR2001,..,..,153966000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2002,YR2002,..,..,312317000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2003,YR2003,..,..,312968000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2004,YR2004,..,..,1621680000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2005,YR2005,..,..,2674535000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2006,YR2006,..,..,3883983000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2007,YR2007,..,..,8991713000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2008,YR2008,..,..,14075046000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2009,YR2009,..,..,4878284000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2010,YR2010,..,..,-1918626000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2011,YR2011,..,..,7305388000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2012,YR2012,..,..,945883000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2013,YR2013,..,..,1208824000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2014,YR2014,..,..,-602671000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2015,YR2015,..,..,-3514154000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2016,YR2016,..,..,-1359174000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2017,YR2017,..,..,-488400000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2018,YR2018,..,..,-470598000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2019,YR2019,..,..,289397000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1960,YR1960,17.8241659759429,15.5960812459628,..,..,..,8.24570210386688,13.9416118305171,..,8.13687545817415,10.4335934118144,24.6460742608568,1.12134996312937,..,5.07326537923933,4.1478356168675,..,..,..,0.0416116196498568,17.0890572390572,20.9007826952043,16.8159689976031,..,1.18281007538607,..,..,..,2.85881088330283,9.21091338882047,9.02783205139806,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1961,YR1961,18.4555437412517,15.7508998421015,..,..,..,8.53031311476557,13.8558172961755,..,8.27447017802066,10.684047757307,25.211375300889,1.14493825105101,..,5.21313527320683,4.23289517040142,..,..,..,0.0435721963607149,17.1715005915006,21.425668551178,17.0358612281292,..,1.20113176761346,..,..,..,2.88194596260858,9.40968242291999,9.22239743009682,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1962,YR1962,19.2642252233401,15.972138089428,..,..,..,9.1596642232681,13.8701163852324,..,8.6372215259042,11.2536442661317,25.9282053142313,1.13949479999217,..,5.43540913573056,4.43146636159585,..,..,..,0.0483722402560701,17.3253480753481,21.4618082331063,17.4500277507347,..,1.23310666614586,..,..,..,3.04640382595077,9.85816644488342,9.70881060537508,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1963,YR1963,19.7860497950297,16.3152201607694,..,..,..,9.71886473057789,14.1417990773143,..,9.06877009771729,11.8162311495891,26.6974850184266,1.17578447371776,..,5.56877345325563,4.76181969210581,..,..,..,0.0546258112073471,17.823680953681,21.86450754562,18.0160472035448,..,1.25803493752153,..,..,..,3.31277200727774,10.1412673879444,9.94877459053479,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1964,YR1964,20.5514879303747,16.9953626282925,..,..,..,10.0194481758535,14.0989018100004,..,10.0006642839481,12.1956729838639,27.3210656767911,1.18304240846288,..,5.94284409992022,5.04335383070425,..,..,..,0.0651385764573067,18.3755701155701,22.3412071592061,19.0652597195811,..,1.3013729639901,..,..,..,3.54397868054657,10.4848192810917,10.5324707266311,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1965,YR1965,21.5648625805576,17.686258343501,..,..,..,10.5655081013624,14.1274999881143,..,10.4947559102368,12.5253347762586,28.206904617651,1.22114656587475,..,6.23928050395425,5.27127652200706,..,..,..,0.0699048132850562,18.9881526981527,22.6991621036268,19.8103351014949,..,1.3459440481221,..,..,..,4.01228481684297,11.0103992924977,10.9734889150303,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1966,YR1966,22.0079812174919,18.42454424747,..,..,..,11.3119569904634,14.198995433399,..,10.9012864442974,12.8512440831266,29.2034710807453,1.28102436835674,..,6.42984676361983,5.39497171356003,..,..,..,0.0773752942093307,19.6207771407771,22.8179067727581,20.9518356428617,..,1.41376976531957,..,..,..,4.26266579976296,11.7155942551251,11.3301891231563,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1967,YR1967,22.8827262848889,18.9275900739252,..,..,..,12.2404258548344,14.2990890569406,..,11.4875338463415,13.2100221717785,29.7279787109811,1.30461225836529,..,6.63452904266627,5.59638425993536,..,..,..,0.0799443249349781,20.045793975794,22.9762329981632,21.6757886212889,..,1.49190141220168,..,..,..,4.53512014116121,12.2181134924112,11.8490290471451,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1968,YR1968,23.5154017656475,19.4389094236704,..,..,..,13.2202972948844,14.8376880780139,..,12.5434298183329,13.8101805416249,30.1650704876205,1.3064264237211,..,6.94508146594002,5.66786762342352,..,..,..,..,20.5720820820821,23.4443279255669,22.4822995805545,..,1.58262933345643,..,..,..,4.75980634623118,12.4555268109773,12.2576183150846,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1969,YR1969,24.2397695589399,20.1686445847987,..,..,..,13.6814105883403,15.1915905321017,..,12.8200890780567,14.6451389255486,30.7420269152339,1.34090153417779,..,7.46031616811905,5.81847719079905,..,..,..,..,21.044095004095,23.9915859656733,24.1508902981612,..,1.72162804447175,..,..,..,4.8626343538349,12.7908289183314,12.6208053569813,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1970,YR1970,25.2997346840593,20.9569304887677,..,..,..,14.572732791715,15.5562173030894,..,13.1714134183617,15.4212787485263,31.8027011371888,1.37900569158966,..,8.07259850264171,6.10755774939256,..,..,..,..,22.0204049504049,24.8830314524046,25.0369667082169,0.0210403440385834,1.83147040128969,..,..,..,5.14131950657353,13.68827937526,13.9633064881006,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1971,YR1971,26.4899011590001,21.8672217038685,..,..,..,15.4281332023926,16.200867901454,..,14.0243632552318,16.2536451459642,33.4694724893987,1.42436778374665,..,8.79604448869478,6.400211418762,..,..,..,..,23.0492456092456,25.4612663626711,26.9091541030144,0.0212717878227974,2.05027430872426,..,..,..,5.56480385713096,14.7006017075933,14.8323635870057,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1972,YR1972,28.173370135572,23.058642252207,..,..,..,16.4405829836622,16.9837430273098,..,14.9587361535056,17.239104154569,35.3052518756507,1.48606022908016,2.23564485847621,9.55301602047745,6.76819182627925,..,..,..,..,24.2537255437255,26.3200140419231,29.0088192744775,0.0212507474789693,2.26890235674693,..,..,..,6.02514044371533,15.5837241402111,15.9089611799837,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1973,YR1973,30.2951293621697,24.6624354051532,..,..,..,17.9701133827337,18.3099835373291,..,16.567469227207,18.5114536592233,37.7879262693316,1.71468517355139,2.31138801760892,10.6434785066926,7.49906297020349,..,..,..,..,25.7254654654655,28.3438362280284,31.335965862047,0.0217767560799338,2.56328355532514,..,..,..,6.71301321083299,16.6306383224921,17.0893222332821,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1974,YR1974,33.1797691086594,27.7891112825666,..,..,..,20.7150852602446,21.2719285408539,..,19.373402085226,21.0381407380035,40.4279542029489,2.170119862564,2.35292458872912,12.4503289693938,8.93586615636377,..,..,..,..,28.1798434798435,30.4003562215096,34.341531476612,0.02331270119454,3.20622627540241,..,..,..,7.76563907869631,18.2790215088424,18.6977296172292,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1975,YR1975,35.9818844826095,31.3372801980909,..,..,..,22.7048959914293,22.2588366535007,..,22.8240756883698,23.4966425592567,42.817379241652,2.46588046467972,2.44332771417658,15.0494410119064,10.4505403785668,..,..,..,..,31.2000664300664,33.0730542058321,37.850370768013,0.0238387097955046,3.69587107667506,..,..,..,9.08216980446833,20.0666867786879,20.8833490181884,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1976,YR1976,38.6152867024666,34.1791358644944,..,..,..,24.7506731541827,23.116778965627,..,26.0976628138923,25.7583108976051,44.6356768867455,2.78704399756859,2.57107461965643,17.7561877011394,12.1868105543459,..,..,..,0.507352970804082,34.256845026845,33.2554563431356,41.1928020963178,0.0248907269974338,4.47724862135454,..,..,..,10.6828909348919,22.1233665870451,22.796571351009,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1977,YR1977,40.7370459290643,36.604487547549,..,..,..,27.4540005356665,24.8104206410269,..,29.1754507271303,28.2039478083373,46.3024482389554,3.13179502255292,2.67157524479608,20.1483413064278,14.274417147842,..,..,..,0.66116585830157,36.5539357539358,36.5944288015154,43.8288543950795,0.0261110669516716,5.86594559277316,..,..,..,13.3042654851265,24.6546790755082,24.871934666546,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1978,YR1978,42.1931204792844,38.2409253211799,..,..,..,30.258057316311,26.655393807554,..,31.4509464609259,30.8129704904186,47.5612685171675,3.52553798247559,2.7967957901541,21.7020083500043,16.0007671336392,..,..,..,0.950425909971896,37.6851560651561,38.3171156540425,45.6311026595212,0.0282263938945918,7.10006853279454,..,..,..,15.9350087960018,27.1189796868586,26.9019002805176,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1979,YR1979,43.7573896340279,39.9499443766597,..,..,..,33.1661744487099,29.1779825224351,..,33.7993765286713,34.0935455489275,49.4844664374426,4.1987104750939,3.04784771278195,24.5873888840567,18.3686524290589,..,..,..,1.37283753348268,39.3985221585222,41.0556810769715,47.5472863420892,0.0302095129035795,8.65492850218559,..,..,..,18.430467295349,29.0742001338965,28.1151027056375,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1980,YR1980,46.5264976570149,42.6060916529104,..,..,..,37.2473796982412,33.1221339851271,..,37.7182855457778,38.7175095461824,52.1769440619129,5.23477970496814,3.33086650635521,29.0510924589023,22.2378562869468,..,..,..,2.17633773459415,41.8805896805897,47.5208235000791,50.6442583274951,0.0331346134418364,10.0282475844853,..,..,0.000423877120028252,21.2985972458682,33.0592037292646,31.1736494434893,..
Consumer price index (2010 = 100),FP.CPI.TOTL,1981,YR1981,49.6917132604466,45.8558655709467,..,..,..,41.6304231765021,36.6810057983919,..,41.9826231224958,43.872515792993,55.4871750976949,6.5176183182633,3.48613198213672,34.9698234321997,26.2338431191814,..,..,..,3.30353359552646,45.2615861315861,52.9903542570084,54.0571392177022,0.0394723312747263,11.9376671152665,..,..,0.000604546064538913,24.3974065524456,37.0606694272482,35.4266582209755,..
